datetime,temp,humidity,dew,sealevelpressure,winddir,solarradiation,windspeed,precipprob,preciptype
10/09/2020,29.6,81.5,26.1,1003.3,175.7,83.3,17.2,100,1
11/09/2020,28.9,84.4,25.9,1002.7,141.5,110.2,16.6,100,1
12/09/2020,28.2,85.2,25.4,1004.1,147,197.4,27,100,1
13/09/2020,28.3,84.4,25.3,1006.6,196.9,213.1,22.3,100,1
14/09/2020,27.6,86.8,25.1,1006.3,165.5,156.1,19.6,100,1
15/09/2020,27.7,86.5,25.2,1006.2,153.1,131.6,16.9,100,1
16/09/2020,27.7,88.9,25.7,1006.4,143,130.6,15.9,100,1
17/09/2020,27.3,90.2,25.5,1006.9,163.2,143.2,16.6,100,1
18/09/2020,27,90.4,25.3,1005.9,132.1,99.7,9.4,100,1
19/09/2020,27.4,92.7,26.1,1003.6,151.6,178.7,10,100,1
20/09/2020,28.9,82,25.4,1001.8,171.3,80.5,17.2,100,1
21/09/2020,28.1,90.4,26.3,1000.7,115.1,147.4,17.3,100,1
22/09/2020,26.7,95,25.8,1001.1,170.2,77.1,18.4,100,1
23/09/2020,26,98.2,25.7,1002.9,236.5,148.7,21.7,100,1
24/09/2020,27.4,91.6,25.8,1006.9,114.2,170.1,16.1,100,1
25/09/2020,28,86.9,25.6,1007.7,200,177.4,16.6,100,1
26/09/2020,29,75.7,24.2,1007.5,267.9,172.1,19.8,100,1
27/09/2020,28.7,79,24.5,1008.6,180.2,272.3,16.1,100,1
28/09/2020,28.5,79.9,24.6,1008.9,165,279.9,16.4,100,1
29/09/2020,28.8,78.5,24.6,1008.3,166.3,278.6,21.1,100,1
30/09/2020,28.9,77.9,24.5,1007.6,213.6,278.6,22.3,0,0
01/10/2020,29,76.2,24.3,1008.2,185.9,245.9,19.6,100,1
02/10/2020,29.2,80.5,25.4,1008,175.9,243.6,20.6,100,1
03/10/2020,28.8,85,26,1008,130.5,207.1,20.5,100,1
04/10/2020,27.2,87.2,24.8,1009.7,214.5,190.3,22.3,100,1
05/10/2020,28.5,83.8,25.5,1008.8,221.8,251.9,18.4,100,1
06/10/2020,29,82.3,25.6,1008.3,172.1,173.9,21.8,0,0
07/10/2020,30,77.6,25.6,1008.7,183.9,227.6,17.1,100,1
08/10/2020,29.9,81.6,26.4,1007.9,189.9,228,14.8,100,1
09/10/2020,31.1,70.9,24.9,1007,123.6,239.3,18.4,100,1
10/10/2020,30,80.9,26.2,1006.6,123.2,161.1,15.5,100,1
11/10/2020,29,84.2,26,1005.4,153.8,127.3,12.5,100,1
12/10/2020,29.3,84.3,26.3,1003.4,136.2,188,14.8,100,1
13/10/2020,29.5,87.1,27,1002.9,125.4,167.5,15.5,100,1
14/10/2020,28.5,88.2,26.3,1003,150.3,91.4,13,100,1
15/10/2020,27.4,93.7,26.2,1001.1,234.1,61.9,14.8,100,1
16/10/2020,29.1,78.5,24.8,1001.6,103.8,122.3,14.9,100,1
17/10/2020,29.1,72.7,23.7,1005.2,156.4,207,17,100,1
18/10/2020,28.7,78.7,24.5,1007.4,184.3,250.2,18.4,0,0
19/10/2020,28.9,83.5,25.8,1007.8,153,143.6,18.4,100,1
20/10/2020,29.6,85.7,26.8,1007.1,196.3,117.7,18.4,100,1
21/10/2020,29.6,83.7,26.4,1007.4,142,104.7,17.8,100,1
22/10/2020,28.9,85.7,26.2,1006.4,152.8,69.7,18.4,100,1
23/10/2020,29.1,80.2,25.3,1006.5,170.1,114.3,16.7,100,1
24/10/2020,29.5,85.5,26.7,1008.2,153.9,173.8,19.9,100,1
25/10/2020,29.6,81.9,26.1,1010,168.4,199.1,16.1,100,1
26/10/2020,29.6,72.7,23.9,1011,119.8,210.4,16.6,0,0
27/10/2020,29.9,58.2,20.3,1010.1,158.8,229.9,14.9,0,0
28/10/2020,29.6,65.6,22.3,1010.5,176,238.3,15.5,0,0
29/10/2020,29.3,69.7,23,1010.9,172.7,240.4,16.6,0,0
30/10/2020,29.6,65.6,22,1010.7,131.3,240.8,22.3,0,0
31/10/2020,29.1,58.2,19.4,1011,154.1,247.3,16,0,0
01/11/2020,28.9,56,18.8,1011.7,143.6,220,15.3,0,0
02/11/2020,29.7,62.9,21.5,1012,176.2,203.9,15.4,0,0
03/11/2020,29.8,60.8,21.1,1011.8,159.2,207,16.1,0,0
04/11/2020,29.8,57.6,19.8,1011.5,133.2,214.1,13,0,0
05/11/2020,29.5,51.9,17.9,1012.2,78.8,217.4,14.2,0,0
06/11/2020,29.3,47.4,16.2,1013.9,81,231.9,18.4,0,0
07/11/2020,28.8,52.9,17.7,1013.8,124.2,226.3,16.6,0,0
08/11/2020,29.8,48,17.1,1013.6,106.1,218.2,17.2,0,0
09/11/2020,29,48.2,16.1,1013.2,85,223.6,13.5,0,0
10/11/2020,28.1,48.7,15.3,1011.2,139.4,223.4,18.7,0,0
11/11/2020,27.4,41.5,12.2,1011.8,108.3,220.4,17.2,0,0
12/11/2020,28,40.9,13,1012.6,148.4,225.1,16.6,0,0
13/11/2020,28.4,56.9,18.7,1011.9,131.8,223.4,18.4,0,0
14/11/2020,29.5,61.3,20.9,1010.2,154.2,232.7,19.3,0,0
15/11/2020,29.7,65.4,22.3,1010.7,150.5,225.9,17.1,0,0
